record_number,temperature,rate_coefficient,rate_coefficient_error,data_source
B201208224,0.2999999999999999888977697537,2.099999999999999779239581726E-9,0.0,NFRI
B201208224,0.5,2.099999999999999779239581726E-9,0.0,NFRI
B201208224,0.699999999999999955591079015,2.099999999999999779239581726E-9,0.0,NFRI
B201208224,1,2.199999999999999847506286814E-9,0.0,NFRI
B201208224,1.5,2.299999999999999915772991901E-9,0.0,NFRI
B201208224,2,2.399999999999999984039696988E-9,0.0,NFRI
B201208224,3,2.500000000000000052306402075E-9,0.0,NFRI
B201208224,5,2.800000000000000257106517337E-9,0.0,NFRI
B201208225,0.1000000000000000055511151231,1.400000000000000128553258669E-9,0.0,NFRI
B201208225,0.1499999999999999944488848769,1.400000000000000128553258669E-9,0.0,NFRI
B201208225,0.2000000000000000111022302463,1.499999999999999990024810618E-9,0.0,NFRI
B201208225,0.2999999999999999888977697537,1.499999999999999990024810618E-9,0.0,NFRI
B201208225,0.5,1.499999999999999990024810618E-9,0.0,NFRI
B201208225,0.699999999999999955591079015,1.499999999999999990024810618E-9,0.0,NFRI
B201208225,1,1.499999999999999990024810618E-9,0.0,NFRI
B201208225,1.5,1.600000000000000058291515705E-9,0.0,NFRI
B201208225,2,1.600000000000000058291515705E-9,0.0,NFRI
B201208225,3,1.700000000000000126558220792E-9,0.0,NFRI
B201208225,5,1.900000000000000056296477828E-9,0.0,NFRI
B201839993,16,5.600000000000000119605877221E-14,0.0,NFRI
B201839993,4E+1,5.499999999999999914620110928E-14,0.0,NFRI
B201868657,3E+2,1.700000000000000074859432507E-10,0.0,NFRI
B201868669,3E+2,1.099999999999999923753143407E-9,0.0,NFRI
B201225501,1E+3,3.200000000000000212237674329E-36,0.0,NFRI
B201225501,1.4E+3,2.399999999999999919747716593E-29,0.0,NFRI
B201225501,2E+3,4.199999999999999863213090433E-24,0.0,NFRI
B201225501,3E+3,6.499999999999999116874795284E-20,0.0,NFRI
B201225501,4.5E+3,5.200000000000000063871813982E-17,0.0,NFRI
B201225501,6E+3,1.700000000000000013770044007E-15,0.0,NFRI
B201225501,7.8E+3,2.099999999999999887080022914E-14,0.0,NFRI
B201225501,1E+4,1.49999999999999991934287351E-13,0.0,NFRI
B201225501,1.4E+4,1.199999999999999935474298808E-12,0.0,NFRI
B201225501,2E+4,6.200000000000000238804320427E-12,0.0,NFRI
B201225501,3E+4,2.600000000000000068874318878E-11,0.0,NFRI
B201225502,1E+3,3.799999999999999792487671107E-41,0.0,NFRI
B201225502,1.4E+3,9.400000000000000047133277728E-34,0.0,NFRI
B201225502,2E+3,5.000000000000000192474348746E-28,0.0,NFRI
B201225502,3E+3,2.399999999999999963817992777E-23,0.0,NFRI
B201225502,4.5E+3,5.39999999999999991447625352E-20,0.0,NFRI
B201225502,6E+3,3.500000000000001405956450824E-18,0.0,NFRI
B201225502,7.8E+3,8.10000000000000096467962372E-17,0.0,NFRI
B201225502,1E+4,9.900000000000001124270866128E-16,0.0,NFRI
B201225502,1.4E+4,1.700000000000000013770044007E-14,0.0,NFRI
B201225502,2E+4,2.000000000000000060747491127E-13,0.0,NFRI
B201225502,3E+4,1.899999999999999981979469669E-12,0.0,NFRI
B201225503,1E+3,1.199999999999998772254312697E-69,0.0,NFRI
B201225503,1.4E+3,3.199999999999999634905270036E-53,0.0,NFRI
B201225503,2E+3,7.699999999999997661096442679E-41,0.0,NFRI
B201225503,3E+3,3.999999999999999457534142227E-31,0.0,NFRI
B201225503,4.5E+3,1.399999999999999893180699372E-24,0.0,NFRI
B201225503,6E+3,2.999999999999999910691452815E-21,0.0,NFRI
B201225503,7.8E+3,6.699999999999999978592455625E-19,0.0,NFRI
B201225503,1E+4,3.800000000000000117786815857E-17,0.0,NFRI
B201225503,1.4E+4,2.600000000000000044261858635E-15,0.0,NFRI
B201225503,2E+4,7.299999999999999186742834963E-14,0.0,NFRI
B201225503,3E+4,1.199999999999999935474298808E-12,0.0,NFRI
B201220621,6E+3,1.609999999999999907182868734E-18,0.0,NFRI
B201220621,1E+4,6.730000000000000889777662098E-16,0.0,NFRI
B201220622,6E+3,2.940000000000000071667770725E-17,0.0,NFRI
B201220622,1E+4,5.91000000000000018708190097E-15,0.0,NFRI
B201220623,6E+3,2.59999999999999984704663233E-16,0.0,NFRI
B201220623,1E+4,2.639999999999999984261202213E-14,0.0,NFRI
B201220624,3E+3,1.250000000000000089428030068E-19,0.0,NFRI
B201220624,6E+3,1.68000000000000008321341748E-15,0.0,NFRI
B201220624,1E+4,9.190000000000000473510048774E-14,0.0,NFRI
B201220625,3E+3,2.670000000000000044647596452E-18,0.0,NFRI
B201220625,6E+3,8.840000000000000071604228837E-15,0.0,NFRI
B201220625,1E+4,2.76999999999999980898059147E-13,0.0,NFRI
B201220626,3E+3,4.199999999999999838254994376E-17,0.0,NFRI
B201220626,6E+3,4.030000000000000246099584559E-14,0.0,NFRI
B201220626,1E+4,7.589999999999999970528174465E-13,0.0,NFRI
B201220627,2E+3,2.539999999999999966013603327E-18,0.0,NFRI
B201220627,3E+3,5.12000000000000036629721116E-16,0.0,NFRI
B201220627,6E+3,1.590000000000000040721190756E-13,0.0,NFRI
B201220627,1E+4,1.899999999999999981979469669E-12,0.0,NFRI
B201220628,2E+3,6.45999999999999921416145543E-17,0.0,NFRI
B201220628,3E+3,4.930000000000000039933127621E-15,0.0,NFRI
B201220628,6E+3,5.520000000000000712923733199E-13,0.0,NFRI
B201220628,1E+4,4.380000000000000319839267924E-12,0.0,NFRI
B201220629,2E+3,1.199999999999999974917344069E-15,0.0,NFRI
B201220629,3E+3,3.850000000000000003342950067E-14,0.0,NFRI
B201220629,6E+3,1.740000000000000057899027074E-12,0.0,NFRI
B201220629,1E+4,9.609999999999999643132486411E-12,0.0,NFRI
B201220630,1E+3,1.030000000000000065984976999E-17,0.0,NFRI
B201220630,2E+3,1.659999999999999994884609908E-14,0.0,NFRI
B201220630,3E+3,2.470000000000000077547506438E-13,0.0,NFRI
B201220630,6E+3,5.059999999999999037926288206E-12,0.0,NFRI
B201220630,1E+4,2.11000000000000033924328688E-11,0.0,NFRI
B201221483,3E+2,2.119999999999999852346529271E-12,0.0,NFRI
B201221483,1E+3,1.30000000000000016368413015E-10,0.0,NFRI
B201221483,2E+3,4.880000000000000725796278716E-10,0.0,NFRI
B201221483,3E+3,7.939999999999999464675973546E-10,0.0,NFRI
B201221483,4E+3,1.01999999999999999321687122E-9,0.0,NFRI
B201221483,4.5E+3,1.099999999999999923753143407E-9,0.0,NFRI
B201218771,1,2.500000000000000052306402075E-9,0.0,NFRI
B201218771,2,2.500000000000000052306402075E-9,0.0,NFRI
B201225424,298,6.500000000000000541686733949E-30,0.0,NFRI
B201225426,298,1.550000000000000075856951446E-10,7e-12,NFRI
B201208488,1E+1,1.399999999999999973995935991E-22,0.0,NFRI
B201208488,3E+1,8.700000000000000493321597691E-23,0.0,NFRI
B201208488,1E+2,6.000000000000000056481775795E-23,0.0,NFRI
B201208489,1E+1,1.299999999999999992646145575E-22,0.0,NFRI
B201208489,3E+1,8.199999999999998235583943965E-23,0.0,NFRI
B201208489,1E+2,4.799999999999998752141634731E-23,0.0,NFRI
B201208490,1E+1,1.299999999999999992646145575E-23,0.0,NFRI
B201208490,3E+1,8.600000000000000629521242357E-24,0.0,NFRI
B201208490,1E+2,4.499999999999999748487744141E-24,0.0,NFRI
B201218849,25,3.799999999999999802400225949E-10,5e-11,NFRI
B201218849,3E+2,4.700000000000000313402995165E-10,1.9e-10,NFRI
B201219244,3E+2,8.800000000000001664771831775E-10,0.0,NFRI
B201219245,3E+2,8.800000000000001664771831775E-10,0.0,NFRI
B201219246,3E+2,8.800000000000001664771831775E-10,0.0,NFRI
B201221496,2E+2,1.170000000000000063305186173E-11,3e-13,NFRI
B201221496,2.5E+2,2.089999999999999697449668205E-11,5e-13,NFRI
B201221496,3E+2,3.140000000000000272078403839E-11,5e-13,NFRI
B201221496,3.5E+2,4.270000000000000505824773165E-11,6e-13,NFRI
B201221496,4E+2,5.439999999999999438218965613E-11,6e-13,NFRI
B201221496,4.5E+2,6.609999999999999663082865175E-11,6.999999999999999e-13,NFRI
B201221496,5E+2,7.779999999999999241711911181E-11,6.999999999999999e-13,NFRI
B201221497,2E+2,1.839999999999999914523817621E-11,5e-13,NFRI
B201221497,2.5E+2,3.030000000000000134946482301E-11,6e-13,NFRI
B201221497,3E+2,4.34000000000000000560431091E-11,6.999999999999999e-13,NFRI
B201221497,3.5E+2,5.689999999999999867379669754E-11,6.999999999999999e-13,NFRI
B201221497,4E+2,7.050000000000000211610551325E-11,8e-13,NFRI
B201221497,4.5E+2,8.399999999999999427151056613E-11,8e-13,NFRI
B201221497,5E+2,9.709999999999999297808885221E-11,8e-13,NFRI
B201221498,2E+2,2.279999999999999816816650214E-11,5e-13,NFRI
B201221498,2.5E+2,3.660000000000000156606296903E-11,6e-13,NFRI
B201221498,3E+2,5.129999999999999991734246454E-11,6.999999999999999e-13,NFRI
B201221498,3.5E+2,6.629999999999999335524203515E-11,6.999999999999999e-13,NFRI
B201221498,4E+2,8.12000000000000013556319852E-11,8e-13,NFRI
B201221498,4.5E+2,9.579999999999999488235625344E-11,8e-13,NFRI
B201221498,5E+2,1.10000000000000007884950826E-10,1e-12,NFRI
B201221499,2E+2,2.700000000000000046668144467E-11,6e-13,NFRI
B201221499,2.5E+2,4.239999999999999704693058542E-11,6.999999999999999e-13,NFRI
B201221499,3E+2,5.839999999999999995629121527E-11,6.999999999999999e-13,NFRI
B201221499,3.5E+2,7.44000000000000093280003807E-11,8e-13,NFRI
B201221499,4E+2,9.009999999999999130134679318E-11,8e-13,NFRI
B201221499,4.5E+2,1.050000000000000122264338144E-10,1e-12,NFRI
B201221499,5E+2,1.199999999999999992019848494E-10,1e-12,NFRI
B201221500,2E+2,3.21000000000000041809279514E-11,6e-13,NFRI
B201221500,2.5E+2,4.910000000000000363705256936E-11,6.999999999999999e-13,NFRI
B201221500,3E+2,6.650000000000000300435248968E-11,8e-13,NFRI
B201221500,3.5E+2,8.35999999999999878979867282E-11,8e-13,NFRI
B201221500,4E+2,1.000000000000000036432197315E-10,1e-12,NFRI
B201221500,4.5E+2,1.159999999999999871655347547E-10,1e-12,NFRI
B201221500,5E+2,1.310000000000000129151770031E-10,1e-12,NFRI
B201221501,2E+2,3.970000000000000249325869619E-11,6.999999999999999e-13,NFRI
B201221501,2.5E+2,5.859999999999999668070459867E-11,8e-13,NFRI
B201221501,3E+2,7.750000000000000379284757229E-11,9.000000000000002e-13,NFRI
B201221501,3.5E+2,9.590000000000001263160855185E-11,9.000000000000002e-13,NFRI
B201221501,4E+2,1.129999999999999975252427904E-10,1e-12,NFRI
B201221501,4.5E+2,1.30000000000000016368413015E-10,1e-12,NFRI
B201221501,5E+2,1.460000000000000128154251093E-10,1e-12,NFRI
B201840425,325,1.499999999999999990024810618E-11,0.0,NFRI
B201225600,1E+1,1.010000000000000001899837197E-10,0.0,NFRI
B201225600,2E+1,6.520000000000000490861989091E-11,0.0,NFRI
B201225600,3E+1,4.960000000000000191043456342E-11,0.0,NFRI
B201225600,4E+1,3.820000000000000767311271403E-11,0.0,NFRI
B201225600,5E+1,3.020000000000000298725813131E-11,0.0,NFRI
B201225600,6E+1,2.160000000000000166581486285E-11,0.0,NFRI
B201225600,7E+1,1.660000000000000600729785117E-11,0.0,NFRI
B201225600,8E+1,1.290000000000000198216490269E-11,0.0,NFRI
B201225600,9E+1,1.080000000000000083290743143E-11,0.0,NFRI
B201225600,1E+2,8.949999999999998820340957186E-12,0.0,NFRI
B201218772,1,4.000000000000000249126365831E-9,0.0,NFRI
B201218772,2,4.000000000000000249126365831E-9,0.0,NFRI
B201839983,11,1.700000000000000126558220792E-9,0.0,NFRI
B201840011,3E+2,1.200000000000000024221150645E-16,0.0,NFRI
B201840088,3E+2,2.999999999999999980049621235E-11,0.0,NFRI
B201840114,296,1.199999999999999992019848494E-9,0.0,NFRI
B201840129,15,1.199999999999999992019848494E-10,0.0,NFRI
B201840130,3E+2,1.000000000000000101055682671E-11,0.0,NFRI
B201840188,8E+1,9.999999999999999798866476293E-13,0.0,NFRI
B201840188,3E+2,2.000000000000000202111365342E-11,0.0,NFRI
B201840213,296,1.800000000000000246523714164E-10,0.0,NFRI
B201840215,3E+2,2.500000000000000155703978644E-10,0.0,NFRI
B201840239,3E+2,5.999999999999999475423102302E-12,0.0,NFRI
B201840280,296,1.600000000000000161689092274E-10,0.0,NFRI
B201840281,8E+1,4.099999999999999283417305227E-10,0.0,NFRI
B201840281,3E+2,9.599999999999999160676963684E-11,0.0,NFRI
B201840307,296,1.800000000000000246523714164E-10,0.0,NFRI
B201840308,8E+1,3.200000000000000323378184548E-10,0.0,NFRI
B201840308,3E+2,1.499999999999999990024810618E-10,0.0,NFRI
B201840355,8E+1,7.299999999999999606795489775E-10,0.0,NFRI
B201840355,3E+2,6.200000000000000303427805783E-10,0.0,NFRI
B201840383,8E+1,3.500000000000000321383146671E-10,0.0,NFRI
B201840383,3E+2,2.700000000000000499032541957E-10,0.0,NFRI
B201840399,3E+2,1.300000000000000115216516134E-12,0.0,NFRI
B201840461,3E+2,3.899999999999999974064507606E-10,0.0,NFRI
B201840462,8,2.299999999999999893154772026E-12,0.0,NFRI
B201840462,163,3.500000000000000321383146671E-10,0.0,NFRI
B201840463,8,2.900000000000000163814509035E-12,0.0,NFRI
B201840463,67,2.300000000000000070869356755E-10,0.0,NFRI
B201840482,11,8.200000000000000400526007422E-13,0.0,NFRI
B201840482,2E+1,1.899999999999999981979469669E-13,0.0,NFRI
B201840485,12,1.199999999999999935474298808E-12,0.0,NFRI
B201840485,16,6.199999999999999834907536954E-13,0.0,NFRI
B201840487,1,2.000000000000000124563182916E-9,0.0,NFRI
B201840488,3E+2,2.000000000000000124563182916E-9,0.0,NFRI
B201840505,305,1.669999999999999816564994872E-9,0.0,NFRI
B201840519,3E+2,8.599999999999998219515971388E-10,0.0,NFRI
B201840581,3E+2,8.800000000000001664771831775E-10,0.0,NFRI
B201840582,3E+2,8.800000000000001664771831775E-10,0.0,NFRI
B201840584,3E+2,1.199999999999999992019848494E-9,0.0,NFRI
B201840585,3E+2,1.199999999999999992019848494E-9,0.0,NFRI
B201840753,3E+2,2.999999999999999980049621235E-11,0.0,NFRI
B201840907,3E+2,8.00000000000000080844546137E-11,0.0,NFRI
B201840925,3E+2,6.999999999999999091802644806E-11,0.0,NFRI
B201840927,3E+2,5.000000000000000505278413356E-12,0.0,NFRI
B201840929,3E+2,8.300000000000000289462540647E-10,0.0,NFRI
B201840951,3E+2,8.599999999999998219515971388E-10,0.0,NFRI
B201840953,8E+1,7.200000000000000986094856655E-10,0.0,NFRI
B201840956,3E+2,8.200000000000000634786141837E-10,0.0,NFRI
B201840957,3E+2,9.500000000000000281482389142E-10,0.0,NFRI
B201841005,8E+1,9.500000000000000281482389142E-10,0.0,NFRI
B201841005,3E+2,8.899999999999998217520933512E-10,0.0,NFRI
B201841008,8E+1,9.900000000000000968139515767E-10,0.0,NFRI
B201841008,3E+2,8.800000000000001664771831775E-10,0.0,NFRI
B201841011,8E+1,9.400000000000000626805990331E-10,0.0,NFRI
B201841011,3E+2,1.190000000000000026552208613E-9,0.0,NFRI
B201841013,8E+1,5.000000000000000505278413356E-12,0.0,NFRI
B201841014,3E+2,5.000000000000000311407957289E-10,0.0,NFRI
B201841015,3E+2,5.000000000000000311407957289E-10,0.0,NFRI
B201841016,8E+1,8.300000000000000289462540647E-10,0.0,NFRI
B201841017,8E+1,8.300000000000000289462540647E-10,0.0,NFRI
B201841084,3E+2,2.800000000000000153708940768E-10,0.0,NFRI
B201841127,3E+2,1.099999999999999923753143407E-9,0.0,NFRI
B201841128,3E+2,1.099999999999999923753143407E-9,0.0,NFRI
B201841129,3E+2,8.599999999999998219515971388E-10,0.0,NFRI
B201841141,3E+2,7.000000000000000642766293343E-10,0.0,NFRI
B201841163,3E+2,8.999999999999999940148863705E-10,0.0,NFRI
B201841189,296,1.899999999999999981979469669E-12,0.0,NFRI
B201841190,296,1.899999999999999981979469669E-12,0.0,NFRI
B201841211,3E+2,1.199999999999999935474298808E-12,0.0,NFRI
B201841230,296,2.200000000000000157699016521E-11,0.0,NFRI
B201841277,3E+2,9.599999999999999936158787952E-10,0.0,NFRI
B201841291,305,1.499999999999999990024810618E-9,0.0,NFRI
B201841292,305,1.499999999999999990024810618E-9,0.0,NFRI
B201841299,305,4.700000000000000313402995165E-10,0.0,NFRI
B201841300,305,4.700000000000000313402995165E-10,0.0,NFRI
B201841309,305,6.200000000000000303427805783E-10,0.0,NFRI
B201841310,305,6.200000000000000303427805783E-10,0.0,NFRI
B201841389,3E+2,4.799999999999999968079393976E-10,0.0,NFRI
B201841390,3E+2,4.799999999999999968079393976E-10,0.0,NFRI
B201867181,409,1.9E+8,0.0,NFRI
B201867181,464,6.8E+8,0.0,NFRI
B201867181,5.7E+2,5.6E+9,0.0,NFRI
B201867181,699,2.8E+10,0.0,NFRI
B201867181,734,5.1E+10,0.0,NFRI
B201867181,8.3E+2,9.4E+10,0.0,NFRI
B201867181,928,1.7E+11,0.0,NFRI
B201867184,252,3.6E+7,0.0,NFRI
B201867184,274,7.3E+7,0.0,NFRI
B201867184,297,1.61E+8,0.0,NFRI
B201867184,299,1.75E+8,0.0,NFRI
B201867184,352,9.15E+8,0.0,NFRI
B201867184,438,7.3E+9,0.0,NFRI
B201867184,543,3.6E+10,0.0,NFRI
B201867184,548,3.95E+10,0.0,NFRI
B201867184,745,2.6E+11,0.0,NFRI
B201867195,251,2.17E+9,0.0,NFRI
B201867195,273,4.4E+9,0.0,NFRI
B201867195,297,8.1E+9,0.0,NFRI
B201867195,332,1.57E+10,0.0,NFRI
B201867195,364,2.94E+10,0.0,NFRI
B201867195,369,3.2E+10,0.0,NFRI
B201867195,456,1.07E+11,0.0,NFRI
B201867202,357,8E+7,0.0,NFRI
B201867202,412,2.2E+8,0.0,NFRI
B201867202,423,2.4E+8,0.0,NFRI
B201867202,514,1.32E+9,0.0,NFRI
B201867202,613,6.8E+9,0.0,NFRI
B201867202,812,5.9E+10,0.0,NFRI
B201867202,9.1E+2,8.9E+10,0.0,NFRI
B201868552,3E+2,6.200000000000000303427805783E-10,0.0,NFRI
B201868580,3E+2,1.799999999999999988029772741E-9,0.0,NFRI
B201868813,3E+2,2.000000000000000072864394631E-10,0.0,NFRI
B201870964,3E+2,3.199999999999999996221789935E-13,0.0,NFRI
B201871059,3E+2,1.199999999999999992019848494E-9,0.0,NFRI
B201871060,3E+2,1.600000000000000058291515705E-9,0.0,NFRI
B201871061,3E+2,1.300000000000000220441223936E-28,0.0,NFRI
B201871062,3E+2,3.300000000000000236548524781E-11,0.0,NFRI
B201871063,3E+2,1.400000000000000128553258669E-9,0.0,NFRI
B201871064,3E+2,1.700000000000000126558220792E-9,0.0,NFRI
B201871065,3E+2,1.000000000000000101055682671E-11,0.0,NFRI
B201871066,3E+2,1.199999999999999830954399579E-27,0.0,NFRI
B201871067,3E+2,2.000000000000000166672841215E-29,0.0,NFRI
B201218865,5E+1,0.3119999999999999995559107901,0.0,NFRI
B201218865,1E+2,0.7909999999999999253930127452,0.0,NFRI
B201218865,1.5E+2,1.320000000000000062172489379,0.0,NFRI
B201218865,2E+2,1.919999999999999928945726424,0.0,NFRI
B201218865,2.5E+2,2.540000000000000035527136788,0.0,NFRI
B201218865,3E+2,3.160000000000000142108547152,0.0,NFRI
B201218865,3.5E+2,3.75,0.0,NFRI
B201218865,4E+2,4.280000000000000248689957516,0.0,NFRI
B201218865,4.5E+2,4.740000000000000213162820728,0.0,NFRI
B201218865,5E+2,5.129999999999999893418589636,0.0,NFRI
B201218866,5E+1,0.183999999999999996891375531,0.0,NFRI
B201218866,1E+2,0.4760000000000000341948691585,0.0,NFRI
B201218866,1.5E+2,0.9740000000000000879296635503,0.0,NFRI
B201218866,2E+2,1.60000000000000008881784197,0.0,NFRI
B201218866,2.5E+2,2.290000000000000035527136788,0.0,NFRI
B201218866,3E+2,2.979999999999999982236431606,0.0,NFRI
B201218866,3.5E+2,3.629999999999999893418589636,0.0,NFRI
B201218866,4E+2,4.209999999999999964472863212,0.0,NFRI
B201218866,4.5E+2,4.719999999999999751310042484,0.0,NFRI
B201218866,5E+2,5.139999999999999680255768908,0.0,NFRI
B201221535,2E+2,1.660000000000000600729785117E-11,0.0,NFRI
B201221535,2.5E+2,2.249999999999999985037215926E-11,0.0,NFRI
B201221535,298,2.809999999999999860682639226E-11,0.0,NFRI
B201221535,3.5E+2,3.350000000000000063886724187E-11,0.0,NFRI
B201221535,4E+2,3.799999999999999802400225949E-11,0.0,NFRI
B201221536,2E+2,6.79999999999999848998014007E-12,0.0,NFRI
B201221536,2.5E+2,1.190000000000000058863951291E-11,0.0,NFRI
B201221536,298,1.749999999999999772950661201E-11,0.0,NFRI
B201221536,3.5E+2,2.370000000000000281507233412E-11,0.0,NFRI
B201221536,4E+2,2.969999999999999825152760169E-11,0.0,NFRI
B201221540,2E+2,3.399999999999999648886853508E-12,0.0,NFRI
B201221540,298,1.030000000000000094393830348E-11,0.0,NFRI
B201221540,4E+2,1.860000000000000233200009517E-11,0.0,NFRI
B201221540,5E+2,2.620000000000000064433083996E-11,0.0,NFRI
B201221541,2E+2,6.79999999999999848998014007E-12,0.0,NFRI
B201221541,298,1.729999999999999777391896084E-11,0.0,NFRI
B201221541,4E+2,2.95000000000000015271142183E-11,0.0,NFRI
B201221541,5E+2,4.120000000000000377575321392E-11,0.0,NFRI
B201863614,498,5.57718E+13,0.0,NFRI
B201863615,498,1.68E+12,0.0,NFRI
B201863631,498,2.011E+10,0.0,NFRI
B201867187,8E+2,0.469999999999999973354647409,0.0,NFRI
B201867187,1E+3,1.969999999999999973354647409,0.0,NFRI
B201867189,4E+2,0.001199999999999999894875757356,0.0,NFRI
B201867189,8E+2,0.2469999999999999973354647409,0.0,NFRI
B201867189,1E+3,0.7550000000000000044408920985,0.0,NFRI
B201868888,8E+1,0.699999999999999955591079015,0.0,NFRI
B201868888,2E+2,1,0.0,NFRI
B201868888,278,1,0.0,NFRI
B201869087,0.1000000000000000055511151231,1.080000000000000071054273576,0.0,NFRI
B201869087,0.2000000000000000111022302463,2.669999999999999928945726424,0.0,NFRI
B201869087,0.2999999999999999888977697537,3.470000000000000195399252334,0.0,NFRI
B201869088,0.1000000000000000055511151231,1.60000000000000008881784197,0.0,NFRI
B201869088,0.2000000000000000111022302463,3.370000000000000106581410364,0.0,NFRI
B201869088,0.2999999999999999888977697537,3.95000000000000017763568394,0.0,NFRI
B201869089,0.1000000000000000055511151231,0.770000000000000017763568394,0.0,NFRI
B201869089,0.2000000000000000111022302463,3.189999999999999946709294818,0.0,NFRI
B201869089,0.2999999999999999888977697537,4,0.0,NFRI
B201869090,0.1000000000000000055511151231,0.2200000000000000011102230246,0.0,NFRI
B201869090,0.2000000000000000111022302463,2.720000000000000195399252334,0.0,NFRI
B201869090,0.2999999999999999888977697537,3.5,0.0,NFRI
B201869091,0.1000000000000000055511151231,0.07799999999999999988897769754,0.0,NFRI
B201869091,0.2000000000000000111022302463,0.3499999999999999777955395075,0.0,NFRI
B201869091,0.2999999999999999888977697537,0.4400000000000000022204460493,0.0,NFRI
B201869092,0.1000000000000000055511151231,0.1400000000000000133226762955,0.0,NFRI
B201869092,0.2000000000000000111022302463,0.4199999999999999844568776552,0.0,NFRI
B201869092,0.2999999999999999888977697537,0.5899999999999999689137553105,0.0,NFRI
B201869093,0.1000000000000000055511151231,0.08800000000000000877076189454,0.0,NFRI
B201869093,0.2000000000000000111022302463,0.469999999999999973354647409,0.0,NFRI
B201869093,0.2999999999999999888977697537,0.5899999999999999689137553105,0.0,NFRI
B201869094,0.1000000000000000055511151231,0.05099999999999999672484207736,0.0,NFRI
B201869094,0.2000000000000000111022302463,0.540000000000000035527136788,0.0,NFRI
B201869094,0.2999999999999999888977697537,0.5899999999999999689137553105,0.0,NFRI
B201869095,0.1000000000000000055511151231,0.6199999999999999955591079015,0.0,NFRI
B201869095,0.2000000000000000111022302463,1.510000000000000008881784197,0.0,NFRI
B201869095,0.2999999999999999888977697537,2.129999999999999893418589636,0.0,NFRI
B201869096,0.1000000000000000055511151231,0.949999999999999955591079015,0.0,NFRI
B201869096,0.2000000000000000111022302463,1.979999999999999982236431606,0.0,NFRI
B201869096,0.2999999999999999888977697537,2.279999999999999804600747666,0.0,NFRI
B201869097,0.1000000000000000055511151231,0.489999999999999991118215803,0.0,NFRI
B201869097,0.2000000000000000111022302463,1.820000000000000062172489379,0.0,NFRI
B201869097,0.2999999999999999888977697537,2.330000000000000071054273576,0.0,NFRI
B201869098,0.1000000000000000055511151231,0.1199999999999999955591079015,0.0,NFRI
B201869098,0.2000000000000000111022302463,1.550000000000000044408920985,0.0,NFRI
B201869098,0.2999999999999999888977697537,2,0.0,NFRI
B201869099,0.1000000000000000055511151231,0.3800000000000000044408920985,0.0,NFRI
B201869099,0.2000000000000000111022302463,0.8199999999999999511501869165,0.0,NFRI
B201869099,0.2999999999999999888977697537,0.9000000000000000222044604925,0.0,NFRI
B201869100,0.1000000000000000055511151231,0.510000000000000008881784197,0.0,NFRI
B201869100,0.2000000000000000111022302463,0.969999999999999973354647409,0.0,NFRI
B201869100,0.2999999999999999888977697537,1.070000000000000062172489379,0.0,NFRI
B201869101,0.1000000000000000055511151231,0.1900000000000000022204460493,0.0,NFRI
B201869101,0.2000000000000000111022302463,0.9000000000000000222044604925,0.0,NFRI
B201869101,0.2999999999999999888977697537,1.080000000000000071054273576,0.0,NFRI
B201869102,0.1000000000000000055511151231,0.04800000000000000099920072216,0.0,NFRI
B201869102,0.2000000000000000111022302463,0.6300000000000000044408920985,0.0,NFRI
B201869102,0.2999999999999999888977697537,0.9000000000000000222044604925,0.0,NFRI
B201869103,0.1000000000000000055511151231,0.05400000000000000632827124036,0.0,NFRI
B201869103,0.2000000000000000111022302463,0.3400000000000000244249065418,0.0,NFRI
B201869103,0.2999999999999999888977697537,0.729999999999999982236431606,0.0,NFRI
B201869104,0.1000000000000000055511151231,0.239999999999999991118215803,0.0,NFRI
B201869104,0.2000000000000000111022302463,0.6099999999999999866773237045,0.0,NFRI
B201869104,0.2999999999999999888977697537,0.959999999999999964472863212,0.0,NFRI
B201869105,0.1000000000000000055511151231,0.2200000000000000011102230246,0.0,NFRI
B201869105,0.2000000000000000111022302463,0.6500000000000000222044604925,0.0,NFRI
B201869105,0.2999999999999999888977697537,1.020000000000000017763568394,0.0,NFRI
B201869106,0.1000000000000000055511151231,0.1199999999999999955591079015,0.0,NFRI
B201869106,0.2000000000000000111022302463,0.5699999999999999511501869165,0.0,NFRI
B201869106,0.2999999999999999888977697537,0.959999999999999964472863212,0.0,NFRI
B201869107,0.1000000000000000055511151231,0.00549999999999999968081088042,0.0,NFRI
B201869107,0.2000000000000000111022302463,0.04599999999999999922284388276,0.0,NFRI
B201869107,0.2999999999999999888977697537,0.1100000000000000005551115123,0.0,NFRI
B201869108,0.1000000000000000055511151231,0.03099999999999999977795539507,0.0,NFRI
B201869108,0.2000000000000000111022302463,0.08800000000000000877076189454,0.0,NFRI
B201869108,0.2999999999999999888977697537,0.1600000000000000033306690739,0.0,NFRI
B201869109,0.1000000000000000055511151231,0.02899999999999999800159855567,0.0,NFRI
B201869109,0.2000000000000000111022302463,0.1000000000000000055511151231,0.0,NFRI
B201869109,0.2999999999999999888977697537,0.1499999999999999944488848769,0.0,NFRI
B201869110,0.1000000000000000055511151231,0.02500000000000000138777878078,0.0,NFRI
B201869110,0.2000000000000000111022302463,0.09900000000000000466293670343,0.0,NFRI
B201869110,0.2999999999999999888977697537,0.2200000000000000011102230246,0.0,NFRI
