record_number,temperature,rate_coefficient,rate_coefficient_error,data_source
B201869111,0.1000000000000000055511151231,0.02899999999999999800159855567,0.0,NFRI
B201869111,0.2000000000000000111022302463,0.1900000000000000022204460493,0.0,NFRI
B201869111,0.2999999999999999888977697537,0.4299999999999999933386618522,0.0,NFRI
B201869112,0.1000000000000000055511151231,0.1300000000000000044408920985,0.0,NFRI
B201869112,0.2000000000000000111022302463,0.3200000000000000066613381478,0.0,NFRI
B201869112,0.2999999999999999888977697537,0.5799999999999999600319711135,0.0,NFRI
B201869113,0.1000000000000000055511151231,0.1400000000000000133226762955,0.0,NFRI
B201869113,0.2000000000000000111022302463,0.3499999999999999777955395075,0.0,NFRI
B201869113,0.2999999999999999888977697537,0.6099999999999999866773237045,0.0,NFRI
B201869114,0.1000000000000000055511151231,0.07000000000000000666133814775,0.0,NFRI
B201869114,0.2000000000000000111022302463,0.3300000000000000155431223448,0.0,NFRI
B201869114,0.2999999999999999888977697537,0.479999999999999982236431606,0.0,NFRI
B201869115,0.1000000000000000055511151231,0.02100000000000000130451205393,0.0,NFRI
B201869115,0.2000000000000000111022302463,0.09699999999999998900879205621,0.0,NFRI
B201869115,0.2999999999999999888977697537,0.1900000000000000022204460493,0.0,NFRI
B201869445,0.1000000000000000055511151231,0.07900000000000000077715611724,0.0,NFRI
B201869445,0.2000000000000000111022302463,0.2000000000000000111022302463,0.0,NFRI
B201869445,0.2999999999999999888977697537,0.2200000000000000011102230246,0.0,NFRI
B201869446,0.1000000000000000055511151231,0.05400000000000000632827124036,0.0,NFRI
B201869446,0.2000000000000000111022302463,0.2000000000000000111022302463,0.0,NFRI
B201869446,0.2999999999999999888977697537,0.260000000000000008881784197,0.0,NFRI
B201869447,0.1000000000000000055511151231,0.02299999999999999961142194138,0.0,NFRI
B201869447,0.2000000000000000111022302463,0.1400000000000000133226762955,0.0,NFRI
B201869447,0.2999999999999999888977697537,0.25,0.0,NFRI
B201869535,2.5E+2,1.43E+10,0.0,NFRI
B201869535,3E+2,5.22E+10,0.0,NFRI
B201869535,4E+2,2.86E+11,0.0,NFRI
B201869535,5E+2,8.51E+11,0.0,NFRI
B201869535,6E+2,1.75E+12,0.0,NFRI
B201869536,2.5E+2,6.55E+9,0.0,NFRI
B201869536,3E+2,2.95E+10,0.0,NFRI
B201869536,4E+2,1.87E+11,0.0,NFRI
B201869536,5E+2,6.32E+11,0.0,NFRI
B201869536,6E+2,1.42E+12,0.0,NFRI
B201869537,2.5E+2,1.79E+9,0.0,NFRI
B201869537,3E+2,9.58E+9,0.0,NFRI
B201869537,4E+2,8.55E+10,0.0,NFRI
B201869537,5E+2,3.33E+11,0.0,NFRI
B201869537,6E+2,8.36E+11,0.0,NFRI
B201869538,2.5E+2,7.44E+8,0.0,NFRI
B201869538,3E+2,4.85E+9,0.0,NFRI
B201869538,4E+2,4.02E+10,0.0,NFRI
B201869538,5E+2,2.25E+11,0.0,NFRI
B201869538,6E+2,6.06E+11,0.0,NFRI
B201869539,2.5E+2,7.75E+8,0.0,NFRI
B201869539,3E+2,4.96E+9,0.0,NFRI
B201869539,4E+2,3.88E+10,0.0,NFRI
B201869539,5E+2,2.15E+11,0.0,NFRI
B201869539,6E+2,5.72E+11,0.0,NFRI
B201869540,2.5E+2,0.001000000000000000020816681712,0.0,NFRI
B201869540,3E+2,0.001000000000000000020816681712,0.0,NFRI
B201869540,4E+2,0.001000000000000000020816681712,0.0,NFRI
B201869540,5E+2,0.006999999999999999278355033994,0.0,NFRI
B201869540,6E+2,0.01600000000000000033306690739,0.0,NFRI
B201869541,2.5E+2,6.94E+9,0.0,NFRI
B201869541,3E+2,2.78E+10,0.0,NFRI
B201869541,4E+2,1.56E+11,0.0,NFRI
B201869541,5E+2,5E+11,0.0,NFRI
B201869541,6E+2,1.09E+12,0.0,NFRI
B201839995,405,1.000000000000000030373745563E-13,0.0,NFRI
B201840423,8E+1,9.799999999999999762499468419E-11,0.0,NFRI
B201840423,3E+2,5.000000000000000182160986577E-11,0.0,NFRI
B201840460,2E+1,3.799999999999999802400225949E-11,0.0,NFRI
B201840460,7E+1,2.399999999999999984039696988E-10,0.0,NFRI
B201840808,3E+2,1.300000000000000014242320265E-13,0.0,NFRI
B201840835,3E+2,4.300000000000000357799046626E-13,0.0,NFRI
B201840868,3E+2,1.099999999999999957680473219E-12,0.0,NFRI
B201840955,2E+1,5.699999999999999962094280347E-10,0.0,NFRI
B201840955,7E+1,7.099999999999999263466926462E-10,0.0,NFRI
B201870304,2E+2,5.300000000000000309412919412E-10,0.0,NFRI
B201870305,2E+2,1.10000000000000007884950826E-10,0.0,NFRI
B201870306,2E+2,4.900000000000000656731558478E-10,0.0,NFRI
B201870307,2E+2,3.50000000000000019213617596E-11,0.0,NFRI
B201870308,2E+2,2.000000000000000202111365342E-11,0.0,NFRI
B201870309,2E+2,5.000000000000000311407957289E-10,0.0,NFRI
B201870310,2E+2,2.399999999999999790169240921E-11,0.0,NFRI
B201870311,2E+2,4.000000000000000121494982254E-13,0.0,NFRI
B201870312,2E+2,9.999999999999999988193093546E-15,0.0,NFRI
B201870313,2E+2,2.999999999999999980049621235E-10,0.0,NFRI
B201870314,2E+2,9.599999999999999160676963684E-11,0.0,NFRI
B201870315,2E+2,2.999999999999999980049621235E-11,0.0,NFRI
B201840214,296,1.800000000000000246523714164E-10,0.0,NFRI
B201841164,3E+2,8.999999999999999940148863705E-10,0.0,NFRI
B201209457,1E+3,4.799999999999999881180448809E-18,0.0,NFRI
B201209457,2E+3,2.200000000000000003318937369E-16,0.0,NFRI
B201209457,4.5E+3,1.199999999999999935474298808E-14,0.0,NFRI
B201209458,1E+3,8.900000000000000550060726589E-20,0.0,NFRI
B201209458,2E+3,8.500000000000000993296593342E-18,0.0,NFRI
B201209458,4.5E+3,1.09999999999999992770375882E-15,0.0,NFRI
B201209459,1E+3,1.499999999999999990024810618E-11,0.0,NFRI
B201209459,2E+3,3.199999999999999935637272414E-11,0.0,NFRI
B201209459,4.5E+3,6.199999999999999269452040092E-11,0.0,NFRI
B201209460,1E+3,4.199999999999999774160045827E-13,0.0,NFRI
B201209460,2E+3,1.899999999999999981979469669E-12,0.0,NFRI
B201209460,4.5E+3,7.499999999999999950124053088E-12,0.0,NFRI
B201209461,1E+3,1.100000000000000046032894603E-14,0.0,NFRI
B201209461,2E+3,1.099999999999999982924022186E-13,0.0,NFRI
B201209461,4.5E+3,9.699999999999999057691432578E-13,0.0,NFRI
B201209462,1E+3,2.40000000000000004844230129E-16,0.0,NFRI
B201209462,2E+3,5.300000000000000135737302519E-15,0.0,NFRI
B201209462,4.5E+3,1.099999999999999982924022186E-13,0.0,NFRI
B201209463,1E+3,3.600000000000000319182484817E-16,0.0,NFRI
B201209463,2E+3,4.899999999999999946882961524E-15,0.0,NFRI
B201209463,4.5E+3,6.700000000000000481183133913E-14,0.0,NFRI
B201209464,1E+3,9.399999999999999902126808359E-17,0.0,NFRI
B201209464,2E+3,1.900000000000000108197214505E-15,0.0,NFRI
B201209464,4.5E+3,3.6000000000000004375116206E-14,0.0,NFRI
B201209465,1E+3,3.699999999999999725446584574E-17,0.0,NFRI
B201209465,2E+3,1.000000000000000077705399877E-15,0.0,NFRI
B201209465,4.5E+3,2.399999999999999870948597616E-14,0.0,NFRI
B201209466,1E+3,7.800000000000000095807720973E-18,0.0,NFRI
B201209466,2E+3,3.400000000000000027540088014E-16,0.0,NFRI
B201209466,4.5E+3,1.199999999999999935474298808E-14,0.0,NFRI
B201209467,1E+3,9.000000000000000258695827614E-19,0.0,NFRI
B201209467,2E+3,6.70000000000000040229704339E-17,0.0,NFRI
B201209467,4.5E+3,4.100000000000000358035184755E-15,0.0,NFRI
B201209468,1E+3,4.40000000000000066145405583E-19,0.0,NFRI
B201209468,2E+3,1.400000000000000562382580329E-17,0.0,NFRI
B201209468,4.5E+3,7.300000000000000291148102272E-16,0.0,NFRI
B201209469,1E+3,2.999999999999999925737780506E-19,0.0,NFRI
B201209469,2E+3,1.700000000000000198659318668E-17,0.0,NFRI
B201209469,4.5E+3,7.79999999999999954113989699E-16,0.0,NFRI
B201209470,1E+3,3.500000000000001405956450824E-18,0.0,NFRI
B201209470,2E+3,2.100000000000000104016771849E-16,0.0,NFRI
B201209470,4.5E+3,1.400000000000000029901469305E-14,0.0,NFRI
B201209471,1E+3,6.699999999999999737851212577E-20,0.0,NFRI
B201209471,2E+3,8.100000000000000040233250414E-18,0.0,NFRI
B201209471,4.5E+3,1.400000000000000069344514566E-15,0.0,NFRI
B201209472,1E+3,1.400000000000000012230985028E-11,0.0,NFRI
B201209472,2E+3,3.599999999999999846812574771E-11,0.0,NFRI
B201209472,4.5E+3,8.500000000000000374297162537E-11,0.0,NFRI
B201209473,1E+3,3.500000000000000232525854307E-13,0.0,NFRI
B201209473,2E+3,1.999999999999999959773295259E-12,0.0,NFRI
B201209473,4.5E+3,9.999999999999999394969692819E-12,0.0,NFRI
B201209474,1E+3,8.299999999999999974423049538E-15,0.0,NFRI
B201209474,2E+3,1.099999999999999982924022186E-13,0.0,NFRI
B201209474,4.5E+3,1.299999999999999913268124397E-12,0.0,NFRI
B201209475,1E+3,1.800000000000000159591242409E-16,0.0,NFRI
B201209475,2E+3,5.100000000000000041310132022E-15,0.0,NFRI
B201209475,4.5E+3,1.400000000000000093010341723E-13,0.0,NFRI
B201209476,1E+3,5.799999999999999582944323542E-16,0.0,NFRI
B201209476,2E+3,8.700000000000000163277390533E-15,0.0,NFRI
B201209476,4.5E+3,1.400000000000000093010341723E-13,0.0,NFRI
B201209477,1E+3,2.299999999999999902621102889E-16,0.0,NFRI
B201209477,2E+3,5.100000000000000041310132022E-15,0.0,NFRI
B201209477,4.5E+3,9.599999999999999483794390462E-14,0.0,NFRI
B201209479,1E+3,9.899999999999999706786427059E-18,0.0,NFRI
B201209479,2E+3,5.299999999999999346876397298E-16,0.0,NFRI
B201209479,4.5E+3,2.299999999999999981507193411E-14,0.0,NFRI
B201209480,1E+3,9.40000000000000005620120391E-19,0.0,NFRI
B201209480,2E+3,8.500000000000000068850220036E-17,0.0,NFRI
B201209480,4.5E+3,6.900000000000000102293761277E-15,0.0,NFRI
B201209481,1E+3,1.099999999999999924622270909E-18,0.0,NFRI
B201209481,2E+3,4.799999999999999727106053258E-17,0.0,NFRI
B201209481,4.5E+3,2.19999999999999985540751764E-15,0.0,NFRI
B201209482,1E+3,7.999999999999999801967414682E-19,0.0,NFRI
B201209482,2E+3,5.300000000000000456212045265E-17,0.0,NFRI
B201209482,4.5E+3,2.800000000000000138689029133E-15,0.0,NFRI
B201209483,1E+3,2.899999999999999759917725562E-13,0.0,NFRI
B201209483,2E+3,2.599999999999999826536248794E-12,0.0,NFRI
B201209483,4.5E+3,1.999999999999999878993938564E-11,0.0,NFRI
B201209484,1E+3,2.700000000000000485905896494E-14,0.0,NFRI
B201209484,2E+3,7.499999999999999596714367549E-14,0.0,NFRI
B201209484,4.5E+3,5.900000000000000103474451923E-13,0.0,NFRI
B201209485,1E+3,6.700000000000000481183133913E-14,0.0,NFRI
B201209485,2E+3,4.90000000000000032553619603E-13,0.0,NFRI
B201209485,4.5E+3,2.900000000000000163814509035E-12,0.0,NFRI
B201209486,1E+3,3.600000000000000103478331046E-19,0.0,NFRI
B201209486,2E+3,5.400000000000000232254694344E-17,0.0,NFRI
B201209486,4.5E+3,7.600000000000000432788858018E-15,0.0,NFRI
B201209487,1E+3,1.099999999999999924622270909E-18,0.0,NFRI
B201209487,2E+3,1.100000000000000001659468685E-16,0.0,NFRI
B201209487,4.5E+3,9.999999999999999988193093546E-15,0.0,NFRI
B201209488,1E+3,3.999999999999999780613085817E-20,0.0,NFRI
B201209488,2E+3,1.600000000000000114467878487E-17,0.0,NFRI
B201209488,4.5E+3,6.399999999999999866225835034E-15,0.0,NFRI
B201209489,1E+3,9.800000000000000238892569082E-17,0.0,NFRI
B201209489,2E+3,3.500000000000000074753673263E-15,0.0,NFRI
B201209489,4.5E+3,1.199999999999999935474298808E-13,0.0,NFRI
B201209490,1E+3,1.899999999999999904819012377E-18,0.0,NFRI
B201209490,2E+3,1.499999999999999968646680086E-16,0.0,NFRI
B201209490,4.5E+3,1.199999999999999935474298808E-14,0.0,NFRI
B201209491,1E+3,9.299999999999999550412913695E-12,0.0,NFRI
B201209491,2E+3,2.900000000000000002255795646E-11,0.0,NFRI
B201209491,4.5E+3,7.900000000000001153769062559E-11,0.0,NFRI
B201209492,1E+3,2.099999999999999887080022914E-13,0.0,NFRI
B201209492,2E+3,1.500000000000000070804167312E-12,0.0,NFRI
B201209492,4.5E+3,9.199999999999999572619088105E-12,0.0,NFRI
B201209493,1E+3,4.699999999999999852455791027E-15,0.0,NFRI
B201209493,2E+3,7.699999999999998744508451781E-14,0.0,NFRI
B201209493,4.5E+3,1.099999999999999957680473219E-12,0.0,NFRI
B201209494,1E+3,8.09999999999999948556542643E-16,0.0,NFRI
B201209494,2E+3,9.399999999999999704911582053E-15,0.0,NFRI
B201209494,4.5E+3,1.599999999999999998110894967E-13,0.0,NFRI
B201209495,1E+3,8.599999999999999721633352674E-16,0.0,NFRI
B201209495,2E+3,1.400000000000000029901469305E-14,0.0,NFRI
B201209495,4.5E+3,2.099999999999999887080022914E-13,0.0,NFRI
B201209496,1E+3,2.999999999999999937293360172E-16,0.0,NFRI
B201209496,2E+3,7.299999999999999502287197051E-15,0.0,NFRI
B201209496,4.5E+3,1.49999999999999991934287351E-13,0.0,NFRI
B201209497,1E+3,6.000000000000000121105753226E-17,0.0,NFRI
B201209497,2E+3,2.299999999999999902621102889E-15,0.0,NFRI
B201209497,4.5E+3,7.299999999999999186742834963E-14,0.0,NFRI
B201209498,1E+3,7.500000000000000151382191532E-18,0.0,NFRI
B201209498,2E+3,4.800000000000000096884602581E-16,0.0,NFRI
B201209498,4.5E+3,2.500000000000000075934363909E-14,0.0,NFRI
B201209499,1E+3,2.399999999999999940590224405E-18,0.0,NFRI
B201209499,2E+3,8.399999999999999676509988753E-17,0.0,NFRI
B201209499,4.5E+3,3.400000000000000027540088014E-15,0.0,NFRI
B201209500,1E+3,1.800000000000000051739165523E-18,0.0,NFRI
B201209500,2E+3,9.200000000000000350041510201E-17,0.0,NFRI
B201209500,4.5E+3,4.39999999999999971081503528E-15,0.0,NFRI
B201209501,1E+3,5.100000000000000287829164903E-17,0.0,NFRI
B201209501,2E+3,2.299999999999999902621102889E-15,0.0,NFRI
B201209501,4.5E+3,9.799999999999999893765923048E-14,0.0,NFRI
B201209502,1E+3,1.000000000000000071542424055E-18,0.0,NFRI
B201209502,2E+3,9.399999999999999902126808359E-17,0.0,NFRI
B201209502,4.5E+3,9.999999999999999988193093546E-15,0.0,NFRI
B201209503,1E+3,5.900000000000000305422843659E-12,0.0,NFRI
B201209503,2E+3,2.200000000000000157699016521E-11,0.0,NFRI
B201209503,4.5E+3,6.799999999999999782449847184E-11,0.0,NFRI
B201209504,1E+3,1.199999999999999935474298808E-13,0.0,NFRI
B201209504,2E+3,9.999999999999999798866476293E-13,0.0,NFRI
B201209504,4.5E+3,7.599999999999999927917878677E-12,0.0,NFRI
B201209505,1E+3,2.499999999999999997048273386E-15,0.0,NFRI
B201209505,2E+3,5.099999999999999725765769933E-14,0.0,NFRI
B201209505,4.5E+3,9.000000000000002040412137766E-13,0.0,NFRI
B201209506,1E+3,1.49999999999999991934287351E-15,0.0,NFRI
B201209506,2E+3,1.700000000000000013770044007E-14,0.0,NFRI
B201209506,4.5E+3,2.399999999999999870948597616E-13,0.0,NFRI
B201209507,1E+3,1.09999999999999992770375882E-15,0.0,NFRI
B201209507,2E+3,1.900000000000000108197214505E-14,0.0,NFRI
B201209507,4.5E+3,2.800000000000000186020683446E-13,0.0,NFRI
B201209508,1E+3,3.200000000000000228935756975E-16,0.0,NFRI
B201209508,2E+3,8.500000000000000068850220036E-15,0.0,NFRI
B201209508,4.5E+3,1.800000000000000155646937882E-13,0.0,NFRI
B201209509,1E+3,5.100000000000000287829164903E-17,0.0,NFRI
B201209509,2E+3,2.19999999999999985540751764E-15,0.0,NFRI
B201209509,4.5E+3,7.799999999999999580582942251E-14,0.0,NFRI
B201209510,1E+3,5.299999999999999531765671959E-18,0.0,NFRI
B201209510,2E+3,3.799999999999999624748750093E-16,0.0,NFRI
B201209510,4.5E+3,2.399999999999999870948597616E-14,0.0,NFRI
B201209511,1E+3,3.199999999999999920786965873E-18,0.0,NFRI
B201209511,2E+3,1.299999999999999923523316165E-16,0.0,NFRI
B201209511,4.5E+3,5.800000000000000371805228763E-15,0.0,NFRI
B201209512,1E+3,2.600000000000000031935906991E-18,0.0,NFRI
B201209512,2E+3,1.399999999999999822825481685E-16,0.0,NFRI
B201209512,4.5E+3,6.999999999999998571785536084E-15,0.0,NFRI
B201209513,1E+3,1.300000000000000022130929318E-15,0.0,NFRI
B201209513,2E+3,3.300000000000000453643045898E-14,0.0,NFRI
B201209513,4.5E+3,7.099999999999999029206792048E-13,0.0,NFRI
B201209514,1E+3,2.600000000000000031935906991E-17,0.0,NFRI
B201209514,2E+3,1.400000000000000069344514566E-15,0.0,NFRI
B201209514,4.5E+3,7.699999999999998744508451781E-14,0.0,NFRI
B201209515,1E+3,3.600000000000001623958422053E-12,0.0,NFRI
B201209515,2E+3,1.599999999999999967818636207E-11,0.0,NFRI
B201209515,4.5E+3,5.800000000000000004511591292E-11,0.0,NFRI
B201209516,1E+3,6.399999999999999235137110857E-14,0.0,NFRI
B201209516,2E+3,6.899999999999999881412707816E-13,0.0,NFRI
B201209516,4.5E+3,6.200000000000000238804320427E-12,0.0,NFRI
B201209517,1E+3,1.09999999999999992770375882E-15,0.0,NFRI
B201209517,2E+3,2.099999999999999887080022914E-14,0.0,NFRI
B201209517,4.5E+3,2.999999999999999838685747019E-13,0.0,NFRI
B201209518,1E+3,2.299999999999999902621102889E-15,0.0,NFRI
B201209518,2E+3,2.700000000000000485905896494E-14,0.0,NFRI
B201209518,4.5E+3,3.40000000000000015375783285E-13,0.0,NFRI
B201209519,1E+3,1.400000000000000069344514566E-15,0.0,NFRI
B201209519,2E+3,2.500000000000000075934363909E-14,0.0,NFRI
B201209519,4.5E+3,3.600000000000000311293875765E-13,0.0,NFRI
B201209520,1E+3,3.299999999999999881718889613E-16,0.0,NFRI
B201209520,2E+3,9.199999999999999610484411556E-15,0.0,NFRI
B201209520,4.5E+3,2.000000000000000060747491127E-13,0.0,NFRI
B201209521,1E+3,4.199999999999999838254994376E-17,0.0,NFRI
B201209521,2E+3,2.000000000000000155410799753E-15,0.0,NFRI
B201209521,4.5E+3,7.799999999999999580582942251E-14,0.0,NFRI
B201209522,1E+3,2.30000000000000008751037755E-18,0.0,NFRI
B201209522,2E+3,1.100000000000000001659468685E-16,0.0,NFRI
B201209522,4.5E+3,7.200000000000000243934517024E-15,0.0,NFRI
B201209523,1E+3,4.900000000000000119446284541E-18,0.0,NFRI
B201209523,2E+3,1.899999999999999812374375047E-16,0.0,NFRI
B201209523,4.5E+3,8.399999999999999232775729566E-15,0.0,NFRI
B201209524,1E+3,6.800000000000000055080176029E-16,0.0,NFRI
B201209524,2E+3,2.099999999999999887080022914E-14,0.0,NFRI
B201209524,4.5E+3,5.499999999999999788402366093E-13,0.0,NFRI
B201209525,1E+3,1.300000000000000015967953496E-17,0.0,NFRI
B201209525,2E+3,9.099999999999999957701278918E-16,0.0,NFRI
B201209525,4.5E+3,5.999999999999999677371494039E-14,0.0,NFRI
B201209526,1E+3,2.199999999999999915360946437E-12,0.0,NFRI
B201209526,2E+3,1.10000000000000007884950826E-11,0.0,NFRI
B201209526,4.5E+3,4.800000000000000226573335399E-11,0.0,NFRI
B201209527,1E+3,3.500000000000000232525854307E-14,0.0,NFRI
B201209527,2E+3,4.599999999999999584361152316E-13,0.0,NFRI
B201209527,4.5E+3,4.89999999999999971969102082E-12,0.0,NFRI
B201209528,1E+3,1.000000000000000077705399877E-15,0.0,NFRI
B201209528,2E+3,2.200000000000000092065789207E-14,0.0,NFRI
B201209528,4.5E+3,3.600000000000000311293875765E-13,0.0,NFRI
B201209529,1E+3,3.900000000000000263608014258E-15,0.0,NFRI
B201209529,2E+3,4.199999999999999774160045827E-14,0.0,NFRI
B201209529,4.5E+3,4.599999999999999584361152316E-13,0.0,NFRI
B201209530,1E+3,1.800000000000000060983629256E-15,0.0,NFRI
B201209530,2E+3,3.100000000000000043671513312E-14,0.0,NFRI
B201209530,4.5E+3,4.299999999999999852928067285E-13,0.0,NFRI
B201209531,1E+3,3.200000000000000228935756975E-16,0.0,NFRI
B201209531,2E+3,9.599999999999999799338752551E-15,0.0,NFRI
B201209531,4.5E+3,2.199999999999999965848044371E-13,0.0,NFRI
B201209532,1E+3,3.300000000000000004978406054E-17,0.0,NFRI
B201209532,2E+3,1.800000000000000060983629256E-15,0.0,NFRI
B201209532,4.5E+3,7.600000000000000432788858018E-14,0.0,NFRI
B201209533,1E+3,4.299999999999999460223247904E-18,0.0,NFRI
B201209533,2E+3,1.600000000000000114467878487E-16,0.0,NFRI
B201209533,4.5E+3,9.199999999999999610484411556E-15,0.0,NFRI
B201209534,1E+3,7.89999999999999956370157895E-18,0.0,NFRI
B201209534,2E+3,2.999999999999999937293360172E-16,0.0,NFRI
B201209534,4.5E+3,1.100000000000000046032894603E-14,0.0,NFRI
B201209535,1E+3,1.999999999999999997638618709E-14,0.0,NFRI
B201209535,2E+3,3.099999999999999917453768477E-13,0.0,NFRI
B201209535,4.5E+3,3.899999999999999941752764928E-12,0.0,NFRI
B201209536,1E+3,3.600000000000000319182484817E-16,0.0,NFRI
B201209536,2E+3,1.299999999999999982687884057E-14,0.0,NFRI
B201209536,4.5E+3,4.299999999999999852928067285E-13,0.0,NFRI
B201209537,1E+3,1.400000000000000093010341723E-12,0.0,NFRI
B201209537,2E+3,8.300000000000001388061791694E-12,0.0,NFRI
B201209537,4.5E+3,3.999999999999999757987877128E-11,0.0,NFRI
B201209538,1E+3,3.999999999999999916391146896E-16,0.0,NFRI
B201209538,2E+3,1.299999999999999982687884057E-14,0.0,NFRI
B201209538,4.5E+3,3.300000000000000074989811392E-13,0.0,NFRI
B201209539,1E+3,1.300000000000000022130929318E-15,0.0,NFRI
B201209539,2E+3,2.299999999999999981507193411E-14,0.0,NFRI
