record_number,reaction_formula,reaction_method,QDB_process,reactants,products,Data_type,temperature_unit,rate_coefficient_unit,reference_number,DOI,title,author,journal,volume,page,publish_year
B201218118,H+ + C(3P) -> H + C+(2P),Heavy Particle Impact Charge Transfer Charge Transfer,HCX,H+ + C(3P) ,H + C+(2P),Theoretical Data,K, cm^3 / s ,2012001076,-,"Inelastic processes in collisions of H+ ions with C, N, O and Si atoms below 1 keV","M. Kimura, J. P. Gu, G. Hirsch, R. J. Buenker",Phys. Rev. A,55,2778,1997
B201223328,N + C2+ -> N+ + C+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,N + C2+ ,N+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223329,Ne + C2+ -> Ne+ + C+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Ne + C2+ ,Ne+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223330,Si + C2+ -> Si+ + C+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Si + C2+ ,Si+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223331,Fe + C2+ -> Fe+ + C+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Fe + C2+ ,Fe+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223394,O + C2+ -> O+ + C+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,O + C2+ ,O+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223395,Mg + C2+ -> Mg+ + C+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Mg + C2+ ,Mg+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223396,S + C2+ -> S+ + C+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,S + C2+ ,S+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223489,"He(1s12p1,1P) + C+ -> He+ + C",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12p1,1P) + C+ ",He+ + C,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223514,"He(1s12s1,3S) + C2+ -> He+ + C+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12s1,3S) + C2+ ",He+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223515,"He(1s12p1,3P) + C2+ -> He+ + C+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12p1,3P) + C2+ ",He+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223565,"He(1s12p1,3P) + C2+ -> He+ + C+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12p1,3P) + C2+ ",He+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223577,"He(1s12s1,1S) + C2+ -> He+ + C+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12s1,1S) + C2+ ",He+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223578,"He(1s12p1,1P) + C2+ -> He+ + C+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12p1,1P) + C2+ ",He+ + C+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201225512,He+ + C -> He + C+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,He+ + C ,He + C+,Theoretical Data,K, cm^3 / s ,2012001325,-,RATE COEFFICIENTS FOR CHARGE TRANSFER OF He+ WITH C,"M. KIMURA, A. DALGARNO, L. CHANTRANUPONG, Y. LI, G. HIRSCH, R. J. BUENKER",Astrophys. J.,417,812,1993
B201225519,H+ + C -> C+ + H,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,H+ + C ,C+ + H,Theoretical Data,K, cm^3 / s ,2012001329,-,CHARGE TRANSFER IN COLLISIONS OF C+ WITH H AND H+ WITH C,"P. C. STANCIL, C. C. HAVENER, P. S. KRSTIC, D. R. SCHULTZ",Astrophys. J.,502,1006,1998
B201865968,HCN + C1+ -> C2N1+ + H,Heavy Particle Impact Particle Interchange Reaction,HIR,HCN + C1+ ,C2N1+ + H,Experimental Data,K, cm^3 / s ,2018000309,-,Temperature dependence of rate coefficients for reactions of ions with dipolar molecules,"D.C. Clary, D. Smith, N.G. Adams",Chemical Physics Letters,119,320,1985
B201865969,HCN + C1+ -> C2N1+ + H,Heavy Particle Impact Particle Interchange Reaction,HIR,HCN + C1+ ,C2N1+ + H,Theoretical Data,K, cm^3 / s ,2018000309,-,Temperature dependence of rate coefficients for reactions of ions with dipolar molecules,"D.C. Clary, D. Smith, N.G. Adams",Chemical Physics Letters,119,320,1985
B201225763,H3O+ + C10H19OH -> C10H19+ + 2H2O,Heavy Particle Impact Reaction Reaction,HIR,H3O+ + C10H19OH ,C10H19+ + 2H2O,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225790,NO+ + C10H19OH -> C10H19O+ + HNO,Heavy Particle Impact Reaction Reaction,HIR,NO+ + C10H19OH ,C10H19O+ + HNO,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225791,NO+ + C10H19OH -> C10H19+ + HNO2,Heavy Particle Impact Reaction Reaction,HIR,NO+ + C10H19OH ,C10H19+ + HNO2,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225844,O2+ + C10H19OH -> C6H9+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C6H9+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225845,O2+ + C10H19OH -> C7H11+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C7H11+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225846,O2+ + C10H19OH -> C6H10+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C6H10+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225847,O2+ + C10H19OH -> C4H7O+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C4H7O+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225848,O2+ + C10H19OH -> C7H12+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C7H12+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225849,O2+ + C10H19OH -> C10H18+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C10H18+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225850,O2+ + C10H19OH -> C6H8+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C6H8+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225958,O2+ + C10H19OH -> C6H9+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C6H9+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225959,O2+ + C10H19OH -> C7H11+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C7H11+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225960,O2+ + C10H19OH -> C6H10+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C6H10+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225961,O2+ + C10H19OH -> C4H7O+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C4H7O+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225962,O2+ + C10H19OH -> C7H12+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C7H12+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225963,O2+ + C10H19OH -> C10H18+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C10H18+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225964,O2+ + C10H19OH -> C6H8+,Heavy Particle Impact Reaction Reaction,HIR,O2+ + C10H19OH ,C6H8+,Experimental Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225875,H3O+ + C10H19OH -> C10H19+ + 2H2O,Heavy Particle Impact Reaction Reaction,HIR,H3O+ + C10H19OH ,C10H19+ + 2H2O,Theoretical Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225902,NO+ + C10H19OH -> C10H19O+ + HNO,Heavy Particle Impact Reaction Reaction,HIR,NO+ + C10H19OH ,C10H19O+ + HNO,Theoretical Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201225903,NO+ + C10H19OH -> C10H19+ + HNO2,Heavy Particle Impact Reaction Reaction,HIR,NO+ + C10H19OH ,C10H19+ + HNO2,Theoretical Data,K, cm^3 / s ,2012001346,-,"SIFT studies of the reactions of H3O+, NO+ and O2+ with a series of alcohols","P. Spanel, D. Smith",IJMSIP,167,375,1997
B201221818,H2 + C2(j=2) -> H2 + C2(j'=0),Heavy Particle Impact Rotational Excitation,HEX,H2 + C2(j=2) ,H2 + C2(j'=0),Theoretical Data,K, cm^3 / s ,2012001284,-,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,"H. Lavendy, J.M. Robbe, G. Chambaud, .B. Levy, E. Roueff",Astron. Astrophys.,251,365,1991
B201221819,H2 + C2(j=4) -> H2 + C2(j'=2),Heavy Particle Impact Rotational Excitation,HEX,H2 + C2(j=4) ,H2 + C2(j'=2),Theoretical Data,K, cm^3 / s ,2012001284,-,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,"H. Lavendy, J.M. Robbe, G. Chambaud, .B. Levy, E. Roueff",Astron. Astrophys.,251,365,1991
B201221820,H2 + C2(j=6) -> H2 + C2(j'=4),Heavy Particle Impact Rotational Excitation,HEX,H2 + C2(j=6) ,H2 + C2(j'=4),Theoretical Data,K, cm^3 / s ,2012001284,-,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,"H. Lavendy, J.M. Robbe, G. Chambaud, .B. Levy, E. Roueff",Astron. Astrophys.,251,365,1991
B201221821,H2 + C2(j=8) -> H2 + C2(j'=6),Heavy Particle Impact Rotational Excitation,HEX,H2 + C2(j=8) ,H2 + C2(j'=6),Theoretical Data,K, cm^3 / s ,2012001284,-,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,"H. Lavendy, J.M. Robbe, G. Chambaud, .B. Levy, E. Roueff",Astron. Astrophys.,251,365,1991
B201221822,H2 + C2(j=10) -> H2 + C2(j'=8),Heavy Particle Impact Rotational Excitation,HEX,H2 + C2(j=10) ,H2 + C2(j'=8),Theoretical Data,K, cm^3 / s ,2012001284,-,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,"H. Lavendy, J.M. Robbe, G. Chambaud, .B. Levy, E. Roueff",Astron. Astrophys.,251,365,1991
B201221823,H2 + C2(j=12) -> H2 + C2(j'=10),Heavy Particle Impact Rotational Excitation,HEX,H2 + C2(j=12) ,H2 + C2(j'=10),Theoretical Data,K, cm^3 / s ,2012001284,-,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,"H. Lavendy, J.M. Robbe, G. Chambaud, .B. Levy, E. Roueff",Astron. Astrophys.,251,365,1991
B201221824,H2 + C2(j=14) -> H2 + C2(j'=12),Heavy Particle Impact Rotational Excitation,HEX,H2 + C2(j=14) ,H2 + C2(j'=12),Theoretical Data,K, cm^3 / s ,2012001284,-,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,"H. Lavendy, J.M. Robbe, G. Chambaud, .B. Levy, E. Roueff",Astron. Astrophys.,251,365,1991
B201221825,H2 + C2(j=16) -> H2 + C2(j'=14),Heavy Particle Impact Rotational Excitation,HEX,H2 + C2(j=16) ,H2 + C2(j'=14),Theoretical Data,K, cm^3 / s ,2012001284,-,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,"H. Lavendy, J.M. Robbe, G. Chambaud, .B. Levy, E. Roueff",Astron. Astrophys.,251,365,1991
B201221826,H2 + C2(j=18) -> H2 + C2(j'=16),Heavy Particle Impact Rotational Excitation,HEX,H2 + C2(j=18) ,H2 + C2(j'=16),Theoretical Data,K, cm^3 / s ,2012001284,-,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,"H. Lavendy, J.M. Robbe, G. Chambaud, .B. Levy, E. Roueff",Astron. Astrophys.,251,365,1991
B201221827,"He + C2(X1Σ+, j=2) -> He + C2(X1Σ+, j'=0)",Heavy Particle Impact Rotational Excitation,HEX,"He + C2(X1Σ+, j=2) ","He + C2(X1Σ+, j'=0)",Theoretical Data,K, cm^3 / s ,2012001285,-,Theoretical study of the deexcitation of C2 in collisions with helium,"J.M. Robbe, H. Lavendy, D. Lemoine, B. Pouilly",Astron. Astrophys.,256,679,1992
B201221828,"H2 + C2(X1Σ+, j=2) -> H2 + C2(X1Σ+, j'=0)",Heavy Particle Impact Rotational Excitation,HEX,"H2 + C2(X1Σ+, j=2) ","H2 + C2(X1Σ+, j'=0)",Theoretical Data,K, cm^3 / s ,2012001285,-,Theoretical study of the deexcitation of C2 in collisions with helium,"J.M. Robbe, H. Lavendy, D. Lemoine, B. Pouilly",Astron. Astrophys.,256,679,1992
B201221829,"He + C2(X1Σ+, j=4) -> He + C2(X1Σ+, j'=2)",Heavy Particle Impact Rotational Excitation,HEX,"He + C2(X1Σ+, j=4) ","He + C2(X1Σ+, j'=2)",Theoretical Data,K, cm^3 / s ,2012001285,-,Theoretical study of the deexcitation of C2 in collisions with helium,"J.M. Robbe, H. Lavendy, D. Lemoine, B. Pouilly",Astron. Astrophys.,256,679,1992
B201221830,"H2 + C2(X1Σ+, j=4) -> H2 + C2(X1Σ+, j'=2)",Heavy Particle Impact Rotational Excitation,HEX,"H2 + C2(X1Σ+, j=4) ","H2 + C2(X1Σ+, j'=2)",Theoretical Data,K, cm^3 / s ,2012001285,-,Theoretical study of the deexcitation of C2 in collisions with helium,"J.M. Robbe, H. Lavendy, D. Lemoine, B. Pouilly",Astron. Astrophys.,256,679,1992
B201221831,"He + C2(X1Σ+, j=6) -> He + C2(X1Σ+, j'=4)",Heavy Particle Impact Rotational Excitation,HEX,"He + C2(X1Σ+, j=6) ","He + C2(X1Σ+, j'=4)",Theoretical Data,K, cm^3 / s ,2012001285,-,Theoretical study of the deexcitation of C2 in collisions with helium,"J.M. Robbe, H. Lavendy, D. Lemoine, B. Pouilly",Astron. Astrophys.,256,679,1992
B201221832,"H2 + C2(X1Σ+, j=6) -> H2 + C2(X1Σ+, j'=4)",Heavy Particle Impact Rotational Excitation,HEX,"H2 + C2(X1Σ+, j=6) ","H2 + C2(X1Σ+, j'=4)",Theoretical Data,K, cm^3 / s ,2012001285,-,Theoretical study of the deexcitation of C2 in collisions with helium,"J.M. Robbe, H. Lavendy, D. Lemoine, B. Pouilly",Astron. Astrophys.,256,679,1992
B201221833,"He + C2(X1Σ+, j=8) -> He + C2(X1Σ+, j'=6)",Heavy Particle Impact Rotational Excitation,HEX,"He + C2(X1Σ+, j=8) ","He + C2(X1Σ+, j'=6)",Theoretical Data,K, cm^3 / s ,2012001285,-,Theoretical study of the deexcitation of C2 in collisions with helium,"J.M. Robbe, H. Lavendy, D. Lemoine, B. Pouilly",Astron. Astrophys.,256,679,1992
B201221834,"H2 + C2(X1Σ+, j=8) -> H2 + C2(X1Σ+, j'=6)",Heavy Particle Impact Rotational Excitation,HEX,"H2 + C2(X1Σ+, j=8) ","H2 + C2(X1Σ+, j'=6)",Theoretical Data,K, cm^3 / s ,2012001285,-,Theoretical study of the deexcitation of C2 in collisions with helium,"J.M. Robbe, H. Lavendy, D. Lemoine, B. Pouilly",Astron. Astrophys.,256,679,1992
B201221835,"He + C2(X1Σ+, j=10) -> He + C2(X1Σ+, j'=8)",Heavy Particle Impact Rotational Excitation,HEX,"He + C2(X1Σ+, j=10) ","He + C2(X1Σ+, j'=8)",Theoretical Data,K, cm^3 / s ,2012001285,-,Theoretical study of the deexcitation of C2 in collisions with helium,"J.M. Robbe, H. Lavendy, D. Lemoine, B. Pouilly",Astron. Astrophys.,256,679,1992
B201221836,"H2 + C2(X1Σ+, j=10) -> H2 + C2(X1Σ+, j'=8)",Heavy Particle Impact Rotational Excitation,HEX,"H2 + C2(X1Σ+, j=10) ","H2 + C2(X1Σ+, j'=8)",Theoretical Data,K, cm^3 / s ,2012001285,-,Theoretical study of the deexcitation of C2 in collisions with helium,"J.M. Robbe, H. Lavendy, D. Lemoine, B. Pouilly",Astron. Astrophys.,256,679,1992
B201208760,CH4 + C2(d3Πg) -> CH4 + C2(X1Σ+g),Heavy Particle Impact Quenching Excitation,HDX,CH4 + C2(d3Πg) ,CH4 + C2(X1Σ+g),Experimental Data,K, cm^3 / s ,2012000522,-,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,"Hailing Wang, Zhiqiang Zhu, Shaohua Zhang, Linsen Pei, Yang Chen",Chem. Phys. Lett.,407,217-221,2005
B201208761,C2H6 + C2(d3Πg) -> C2H6 + C2(X1Σ+g),Heavy Particle Impact Quenching Excitation,HDX,C2H6 + C2(d3Πg) ,C2H6 + C2(X1Σ+g),Experimental Data,K, cm^3 / s ,2012000522,-,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,"Hailing Wang, Zhiqiang Zhu, Shaohua Zhang, Linsen Pei, Yang Chen",Chem. Phys. Lett.,407,217-221,2005
B201208762,C3H8 + C2(d3Πg) -> C3H8 + C2(X1Σ+g),Heavy Particle Impact Quenching Excitation,HDX,C3H8 + C2(d3Πg) ,C3H8 + C2(X1Σ+g),Experimental Data,K, cm^3 / s ,2012000522,-,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,"Hailing Wang, Zhiqiang Zhu, Shaohua Zhang, Linsen Pei, Yang Chen",Chem. Phys. Lett.,407,217-221,2005
B201208763,n-C4H10 + C2(d3Πg) -> n-C4H10 + C2(X1Σ+g),Heavy Particle Impact Quenching Excitation,HDX,n-C4H10 + C2(d3Πg) ,n-C4H10 + C2(X1Σ+g),Experimental Data,K, cm^3 / s ,2012000522,-,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,"Hailing Wang, Zhiqiang Zhu, Shaohua Zhang, Linsen Pei, Yang Chen",Chem. Phys. Lett.,407,217-221,2005
B201208764,i-C4H10 + C2(d3Πg) -> i-C4H10 + C2(X1Σ+g),Heavy Particle Impact Quenching Excitation,HDX,i-C4H10 + C2(d3Πg) ,i-C4H10 + C2(X1Σ+g),Experimental Data,K, cm^3 / s ,2012000522,-,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,"Hailing Wang, Zhiqiang Zhu, Shaohua Zhang, Linsen Pei, Yang Chen",Chem. Phys. Lett.,407,217-221,2005
B201208765,n-C5H12 + C2(d3Πg) -> n-C5H12 + C2(X1Σ+g),Heavy Particle Impact Quenching Excitation,HDX,n-C5H12 + C2(d3Πg) ,n-C5H12 + C2(X1Σ+g),Experimental Data,K, cm^3 / s ,2012000522,-,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,"Hailing Wang, Zhiqiang Zhu, Shaohua Zhang, Linsen Pei, Yang Chen",Chem. Phys. Lett.,407,217-221,2005
B201208766,n-C6H14 + C2(d3Πg) -> n-C6H14 + C2(X1Σ+g),Heavy Particle Impact Quenching Excitation,HDX,n-C6H14 + C2(d3Πg) ,n-C6H14 + C2(X1Σ+g),Experimental Data,K, cm^3 / s ,2012000522,-,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,"Hailing Wang, Zhiqiang Zhu, Shaohua Zhang, Linsen Pei, Yang Chen",Chem. Phys. Lett.,407,217-221,2005
B201208767,n-C7H16 + C2(d3Πg) -> n-C7H16 + C2(X1Σ+g),Heavy Particle Impact Quenching Excitation,HDX,n-C7H16 + C2(d3Πg) ,n-C7H16 + C2(X1Σ+g),Experimental Data,K, cm^3 / s ,2012000522,-,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,"Hailing Wang, Zhiqiang Zhu, Shaohua Zhang, Linsen Pei, Yang Chen",Chem. Phys. Lett.,407,217-221,2005
B201208768,n-C8H18 + C2(d3Πg) -> n-C8H18 + C2(X1Σ+g),Heavy Particle Impact Quenching Excitation,HDX,n-C8H18 + C2(d3Πg) ,n-C8H18 + C2(X1Σ+g),Experimental Data,K, cm^3 / s ,2012000522,-,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,"Hailing Wang, Zhiqiang Zhu, Shaohua Zhang, Linsen Pei, Yang Chen",Chem. Phys. Lett.,407,217-221,2005
